Q1..Health.Quality age DEMOGRAPHICS...GENDER Q4..Number.of.People.in.HH Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q18..College.Degree Q19.20..Race...Ethnicity trump_approve_score age_race_ethnicity_asian age_race_ethnicity_black age_race_ethnicity_hispanic age_race_ethnicity_other age_race_ethnicity_white Social.Distancing.Adherence
3 43 Female 2 0 0 0 TRUE Black 1 0 43 0 0 0 TRUE
1 65 Female 1 0 1 1 FALSE White 3 0 0 0 0 65 TRUE
2 76 Male 1 0 0 0 FALSE White 2 0 0 0 0 76 TRUE
1 58 Male 1 0 1 1 TRUE White 2 0 0 0 0 58 TRUE
1 70 Female 2 0 2 2 FALSE Black 1 0 70 0 0 0 TRUE
2 86 Female 2 0 1 0 TRUE White 1 0 0 0 0 86 FALSE
3 59 Male 1 0 9 0 FALSE Black 1 0 59 0 0 0 FALSE
3 67 Male 1 0 1 1 FALSE White 1 0 0 0 0 67 TRUE
1 84 Female 9 0 1 9 FALSE White 5 0 0 0 0 84 TRUE
2 65 Female 2 0 4 2 FALSE Other 3 0 0 0 65 0 FALSE
2 55 Female 1 0 1 1 FALSE Black 1 0 55 0 0 0 TRUE
2 56 Female 3 0 0 9 FALSE White 5 0 0 0 0 56 TRUE
2 67 Male 3 0 0 0 FALSE White 3 0 0 0 0 67 TRUE
1 49 Female 9 3 1 9 TRUE White 1 0 0 0 0 49 TRUE
3 44 Female 3 0 2 2 FALSE Black 2 0 44 0 0 0 TRUE
3 59 Male 3 1 9 9 TRUE White 1 0 0 0 0 59 TRUE
2 65 Female 2 0 1 2 TRUE Black 1 0 65 0 0 0 FALSE
2 83 Female 2 0 0 0 TRUE White 5 0 0 0 0 83 TRUE
1 62 Male 2 0 3 3 FALSE Black 1 0 62 0 0 0 TRUE
2 64 Female 3 0 1 1 FALSE White 4 0 0 0 0 64 TRUE
3 62 Female 3 2 0 0 TRUE Black 1 0 62 0 0 0 TRUE
2 65 Female 1 3 2 1 TRUE Black 1 0 65 0 0 0 FALSE
2 56 Female 3 0 0 9 FALSE White 5 0 0 0 0 56 TRUE
3 36 Female 6 3 6 6 TRUE White 3 0 0 0 0 36 TRUE
3 56 Female 2 0 0 0 FALSE White 1 0 0 0 0 56 TRUE
1 88 Male 2 0 4 5 TRUE White 5 0 0 0 0 88 FALSE
2 85 Female 2 0 0 0 FALSE White 2 0 0 0 0 85 TRUE
3 68 Female 1 0 1 0 TRUE White 4 0 0 0 0 68 FALSE
2 85 Female 9 3 9 9 FALSE Black 1 0 85 0 0 0 TRUE
3 51 Male 5 1 4 4 FALSE Black 1 0 51 0 0 0 TRUE
1 77 Female 1 0 0 0 FALSE White 5 0 0 0 0 77 TRUE
1 60 Female 2 0 4 0 FALSE Black 1 0 60 0 0 0 FALSE
2 69 Female 2 0 2 2 TRUE Black 1 0 69 0 0 0 TRUE
0 55 Male 8 2 1 1 FALSE White 5 0 0 0 0 55 TRUE
1 72 Female 2 0 2 1 FALSE White 5 0 0 0 0 72 FALSE
2 64 Female 2 0 0 0 FALSE White 1 0 0 0 0 64 TRUE
2 61 Female 2 0 2 3 TRUE Black 1 0 61 0 0 0 FALSE
3 59 Male 5 2 5 5 TRUE White 5 0 0 0 0 59 TRUE
3 54 Male 4 0 9 9 TRUE White 1 0 0 0 0 54 TRUE
0 82 Male 3 0 2 0 TRUE Black 1 0 82 0 0 0 FALSE
0 59 Female 2 0 1 9 TRUE White 2 0 0 0 0 59 TRUE
3 75 Female 3 1 0 0 TRUE Black 3 0 75 0 0 0 TRUE
2 62 Female 1 0 1 1 FALSE White 1 0 0 0 0 62 TRUE
2 63 Female 3 0 0 0 TRUE White 4 0 0 0 0 63 TRUE
2 72 Female 2 0 4 3 TRUE White 5 0 0 0 0 72 FALSE
2 81 Female 5 2 0 0 FALSE White 5 0 0 0 0 81 TRUE
2 71 Female 2 0 8 9 TRUE White 3 0 0 0 0 71 FALSE
2 92 Female 3 0 1 9 TRUE White 3 0 0 0 0 92 FALSE
1 58 Female 2 0 1 1 FALSE White 1 0 0 0 0 58 TRUE
2 75 Female 5 2 5 4 FALSE Black 1 0 75 0 0 0 FALSE
3 78 Female 1 0 6 1 FALSE White 1 0 0 0 0 78 FALSE
1 52 Female 3 1 5 5 FALSE White 5 0 0 0 0 52 TRUE
2 70 Male 2 0 2 2 TRUE White 1 0 0 0 0 70 TRUE
2 47 Female 5 2 0 9 FALSE White 4 0 0 0 0 47 TRUE
3 76 Male 2 0 0 0 FALSE White 5 0 0 0 0 76 TRUE
3 72 Male 2 0 0 0 FALSE White 5 0 0 0 0 72 TRUE
3 72 Male 9 1 1 9 FALSE White 3 0 0 0 0 72 TRUE
3 55 Female 2 0 1 1 TRUE White 5 0 0 0 0 55 TRUE
2 79 Female 1 0 1 1 FALSE Black 1 0 79 0 0 0 TRUE
2 63 Female 2 0 1 9 TRUE White 5 0 0 0 0 63 TRUE
3 42 Male 6 2 3 0 FALSE White 3 0 0 0 0 42 FALSE
0 62 Female 1 0 4 2 FALSE White 2 0 0 0 0 62 FALSE
2 72 Female 2 0 0 0 TRUE White 4 0 0 0 0 72 TRUE
3 68 Male 4 0 0 0 TRUE White 5 0 0 0 0 68 TRUE
2 57 Male 2 0 1 1 FALSE White 5 0 0 0 0 57 TRUE
1 60 Female 1 0 4 4 FALSE Black 1 0 60 0 0 0 TRUE
2 88 Male 2 0 1 1 TRUE White 2 0 0 0 0 88 TRUE
2 66 Female 2 0 0 0 FALSE White 3 0 0 0 0 66 TRUE
2 81 Female 1 0 5 0 FALSE Black 1 0 81 0 0 0 FALSE
3 55 Female 2 0 1 1 FALSE Black 1 0 55 0 0 0 TRUE
3 54 Female 5 0 9 9 TRUE Asian 1 54 0 0 0 0 TRUE
2 78 Female 1 3 0 0 FALSE Black 1 0 78 0 0 0 TRUE
2 67 Female 2 0 0 0 TRUE Black 1 0 67 0 0 0 TRUE
0 63 Male 4 0 1 1 FALSE Black 1 0 63 0 0 0 TRUE
2 49 Male 6 3 0 0 TRUE White 1 0 0 0 0 49 TRUE
2 70 Male 2 0 1 0 FALSE Black 1 0 70 0 0 0 FALSE
3 47 Female 3 1 9 9 TRUE White 2 0 0 0 0 47 TRUE
2 85 Female 7 3 0 0 TRUE White 4 0 0 0 0 85 TRUE
3 90 Female 1 0 2 1 TRUE White 4 0 0 0 0 90 FALSE
1 63 Female 3 0 0 0 FALSE White 4 0 0 0 0 63 TRUE
3 56 Male 1 0 1 1 FALSE Black 1 0 56 0 0 0 TRUE
3 71 Female 2 0 0 0 FALSE White 5 0 0 0 0 71 TRUE
1 77 Female 2 0 1 0 FALSE White 5 0 0 0 0 77 FALSE
2 63 Male 2 0 0 0 FALSE White 1 0 0 0 0 63 TRUE
0 52 Female 4 0 3 0 TRUE Asian 2 52 0 0 0 0 FALSE
2 57 Female 2 0 2 2 TRUE White 3 0 0 0 0 57 TRUE
1 69 Female 2 0 2 1 FALSE Other 1 0 0 0 69 0 FALSE
3 91 Male 2 0 1 1 TRUE White 3 0 0 0 0 91 TRUE
2 62 Male 4 1 1 1 FALSE White 5 0 0 0 0 62 TRUE
1 60 Female 2 0 1 1 FALSE White 4 0 0 0 0 60 TRUE
2 65 Male 1 0 0 0 FALSE White 1 0 0 0 0 65 TRUE
3 58 Male 3 0 5 4 FALSE White 2 0 0 0 0 58 FALSE
3 75 Male 1 0 0 0 TRUE White 1 0 0 0 0 75 TRUE
1 72 Male 2 0 1 1 FALSE Black 1 0 72 0 0 0 TRUE
1 79 Female 4 0 2 2 FALSE Black 1 0 79 0 0 0 TRUE
3 69 Male 3 0 0 0 TRUE Black 1 0 69 0 0 0 TRUE
3 70 Male 2 0 0 0 TRUE Asian 1 70 0 0 0 0 TRUE
2 70 Female 3 0 0 0 FALSE Hispanic.Latino 2 0 0 70 0 0 TRUE
2 79 Female 2 0 1 1 FALSE White 5 0 0 0 0 79 TRUE
3 70 Female 1 0 9 7 TRUE Black 1 0 70 0 0 0 FALSE
2 72 Female 2 0 0 0 TRUE White 1 0 0 0 0 72 TRUE
2 92 Female 1 0 0 0 FALSE Black 1 0 92 0 0 0 TRUE
2 79 Male 2 0 5 9 FALSE White 1 0 0 0 0 79 FALSE
3 39 Female 5 2 1 1 FALSE White 3 0 0 0 0 39 TRUE
2 56 Male 3 0 1 1 FALSE White 5 0 0 0 0 56 TRUE
0 54 Female 3 3 3 3 TRUE White 5 0 0 0 0 54 TRUE
3 77 Female 1 0 1 1 TRUE White 1 0 0 0 0 77 TRUE
1 71 Male 2 0 1 0 TRUE White 2 0 0 0 0 71 FALSE
3 56 Female 9 0 3 9 FALSE White 3 0 0 0 0 56 TRUE
2 82 Female 2 0 2 1 FALSE White 4 0 0 0 0 82 FALSE
3 74 Male 2 0 1 1 FALSE Black 1 0 74 0 0 0 TRUE
3 56 Male 2 0 9 9 FALSE White 5 0 0 0 0 56 TRUE
2 77 Female 2 0 9 0 FALSE Black 1 0 77 0 0 0 FALSE
2 60 Female 2 3 0 1 FALSE Black 3 0 60 0 0 0 TRUE
1 47 Male 5 2 9 9 TRUE Other 1 0 0 0 47 0 TRUE
3 84 Female 2 1 0 9 FALSE White 5 0 0 0 0 84 TRUE
2 51 Female 2 0 0 0 FALSE White 5 0 0 0 0 51 TRUE
3 65 Female 4 3 4 0 TRUE White 5 0 0 0 0 65 FALSE
2 70 Female 1 0 9 9 TRUE Black 1 0 70 0 0 0 TRUE
3 70 Female 3 1 9 9 FALSE Black 2 0 70 0 0 0 TRUE
2 39 Female 3 1 5 4 FALSE White 3 0 0 0 0 39 FALSE
2 85 Male 3 0 0 0 FALSE White 4 0 0 0 0 85 TRUE
3 60 Female 2 0 1 1 TRUE White 1 0 0 0 0 60 TRUE
2 48 Female 4 1 2 1 TRUE Black 1 0 48 0 0 0 TRUE
1 64 Female 3 0 0 0 FALSE White 5 0 0 0 0 64 TRUE
3 71 Female 2 0 2 0 FALSE Black 1 0 71 0 0 0 FALSE
2 75 Female 2 0 4 1 FALSE White 5 0 0 0 0 75 FALSE
3 56 Male 2 0 0 0 TRUE White 2 0 0 0 0 56 TRUE
3 56 Male 2 0 1 1 TRUE White 5 0 0 0 0 56 TRUE
3 71 Female 2 0 1 1 TRUE White 5 0 0 0 0 71 TRUE
1 75 Female 2 0 4 4 FALSE White 4 0 0 0 0 75 TRUE
3 54 Female 2 0 4 0 TRUE White 3 0 0 0 0 54 FALSE
3 58 Female 2 1 1 9 TRUE White 1 0 0 0 0 58 TRUE
2 58 Male 2 0 2 1 FALSE Black 1 0 58 0 0 0 FALSE
2 87 Female 2 3 1 1 TRUE Black 1 0 87 0 0 0 TRUE
3 48 Female 5 0 0 0 TRUE Asian 1 48 0 0 0 0 TRUE
2 83 Female 5 0 0 0 FALSE White 1 0 0 0 0 83 TRUE
1 28 Female 2 0 2 9 TRUE White 3 0 0 0 0 28 TRUE
0 76 Female 1 0 1 1 FALSE Other 1 0 0 0 76 0 TRUE
2 78 Female 2 0 3 3 TRUE White 1 0 0 0 0 78 TRUE
3 60 Female 1 0 0 0 TRUE Black 1 0 60 0 0 0 TRUE
2 78 Male 2 0 1 9 FALSE Other 4 0 0 0 78 0 FALSE
2 90 Female 3 1 0 9 FALSE White 5 0 0 0 0 90 TRUE
2 85 Female 2 0 0 9 FALSE White 3 0 0 0 0 85 TRUE
2 74 Female 2 0 0 0 FALSE White 1 0 0 0 0 74 TRUE
3 90 Female 2 0 1 1 FALSE White 1 0 0 0 0 90 TRUE
1 77 Female 5 1 2 2 FALSE White 3 0 0 0 0 77 TRUE
2 69 Female 4 0 1 1 TRUE Black 1 0 69 0 0 0 TRUE
2 76 Female 1 0 2 0 FALSE Black 1 0 76 0 0 0 FALSE
1 67 Female 2 0 0 0 FALSE Black 1 0 67 0 0 0 TRUE
2 49 Male 3 0 1 9 TRUE White 5 0 0 0 0 49 TRUE
2 75 Male 1 0 0 0 TRUE White 4 0 0 0 0 75 TRUE
2 79 Female 3 0 0 0 FALSE White 1 0 0 0 0 79 TRUE
3 71 Male 4 0 0 0 TRUE White 2 0 0 0 0 71 TRUE
1 69 Female 4 2 1 1 TRUE Black 1 0 69 0 0 0 TRUE
3 63 Female 1 0 9 7 TRUE White 1 0 0 0 0 63 FALSE
3 47 Female 4 1 9 0 TRUE White 4 0 0 0 0 47 FALSE
2 84 Female 2 1 0 9 FALSE White 1 0 0 0 0 84 TRUE
3 66 Female 2 0 0 0 TRUE White 5 0 0 0 0 66 TRUE
3 42 Female 2 0 0 0 TRUE White 5 0 0 0 0 42 TRUE
2 66 Male 5 0 2 2 TRUE White 2 0 0 0 0 66 TRUE
1 86 Female 3 1 0 0 FALSE Black 1 0 86 0 0 0 TRUE
2 76 Female 2 0 1 0 FALSE White 4 0 0 0 0 76 FALSE
1 87 Female 1 0 0 0 TRUE White 4 0 0 0 0 87 TRUE
2 68 Female 2 0 1 1 FALSE White 1 0 0 0 0 68 TRUE
1 61 Male 3 0 1 0 TRUE White 3 0 0 0 0 61 FALSE
3 83 Female 1 0 2 1 FALSE White 5 0 0 0 0 83 FALSE
3 60 Male 3 0 0 0 TRUE White 4 0 0 0 0 60 TRUE
2 72 Male 1 0 9 9 FALSE Black 1 0 72 0 0 0 TRUE
2 78 Male 2 0 0 0 TRUE White 5 0 0 0 0 78 TRUE
2 75 Female 2 0 0 0 FALSE White 5 0 0 0 0 75 TRUE
1 65 Male 3 0 0 0 TRUE White 5 0 0 0 0 65 TRUE
3 68 Male 5 0 2 9 FALSE White 5 0 0 0 0 68 TRUE
1 83 Female 2 1 0 9 FALSE White 4 0 0 0 0 83 TRUE
2 34 Female 5 3 9 9 TRUE White 3 0 0 0 0 34 TRUE
2 72 Male 4 0 3 2 TRUE White 3 0 0 0 0 72 FALSE
1 63 Female 2 0 0 0 TRUE White 1 0 0 0 0 63 TRUE
1 49 Female 3 0 9 9 FALSE Other 1 0 0 0 49 0 TRUE
2 49 Female 2 0 0 0 FALSE White 4 0 0 0 0 49 TRUE
3 65 Female 3 3 0 0 FALSE Black 1 0 65 0 0 0 TRUE
1 65 Female 2 0 1 1 FALSE White 3 0 0 0 0 65 TRUE
2 70 Male 2 0 0 0 TRUE White 1 0 0 0 0 70 TRUE
3 81 Female 4 2 0 0 FALSE White 3 0 0 0 0 81 TRUE
1 80 Female 1 1 3 3 FALSE White 5 0 0 0 0 80 TRUE
1 87 Female 1 0 2 2 FALSE White 5 0 0 0 0 87 TRUE
3 73 Male 2 2 6 9 FALSE White 5 0 0 0 0 73 TRUE
2 79 Female 3 0 0 0 FALSE White 3 0 0 0 0 79 TRUE
2 69 Female 3 0 2 2 FALSE White 5 0 0 0 0 69 TRUE
3 72 Female 2 0 4 9 FALSE White 1 0 0 0 0 72 TRUE
2 83 Male 1 0 1 1 FALSE White 3 0 0 0 0 83 TRUE
2 86 Female 1 0 4 9 FALSE White 1 0 0 0 0 86 FALSE
1 89 Female 2 0 0 0 FALSE Black 1 0 89 0 0 0 TRUE
3 79 Female 1 0 1 1 FALSE Black 1 0 79 0 0 0 TRUE
3 75 Male 2 0 1 0 TRUE Black 1 0 75 0 0 0 FALSE
1 50 Male 4 0 1 0 TRUE White 4 0 0 0 0 50 FALSE
2 72 Male 4 0 1 0 TRUE White 1 0 0 0 0 72 FALSE
3 62 Female 3 0 0 0 TRUE White 5 0 0 0 0 62 TRUE
1 64 Male 1 1 0 9 TRUE White 4 0 0 0 0 64 TRUE
0 59 Female 2 0 1 0 TRUE White 5 0 0 0 0 59 FALSE
1 78 Male 3 0 2 9 FALSE White 5 0 0 0 0 78 FALSE
2 91 Female 2 0 2 2 FALSE White 5 0 0 0 0 91 TRUE
3 74 Male 2 0 9 9 TRUE Other 1 0 0 0 74 0 TRUE
2 56 Female 2 0 6 6 TRUE White 5 0 0 0 0 56 TRUE
2 71 Female 5 0 0 9 FALSE White 3 0 0 0 0 71 TRUE
3 83 Male 2 0 1 9 FALSE White 2 0 0 0 0 83 FALSE
3 68 Male 2 0 2 2 TRUE White 5 0 0 0 0 68 TRUE
2 80 Female 1 0 1 1 TRUE White 5 0 0 0 0 80 TRUE
2 71 Female 2 0 1 1 FALSE Hispanic.Latino 5 0 0 71 0 0 TRUE
1 51 Male 2 0 5 2 FALSE White 3 0 0 0 0 51 FALSE
2 92 Female 3 3 5 6 FALSE Black 1 0 92 0 0 0 FALSE
3 64 Male 2 0 0 0 TRUE White 1 0 0 0 0 64 TRUE
2 70 Male 2 0 0 0 TRUE Other 1 0 0 0 70 0 TRUE
2 47 Female 4 1 6 2 TRUE White 5 0 0 0 0 47 FALSE
2 55 Female 1 0 1 1 FALSE Black 1 0 55 0 0 0 TRUE
2 85 Female 1 1 0 9 FALSE White 2 0 0 0 0 85 TRUE
3 85 Male 1 0 2 2 FALSE White 4 0 0 0 0 85 TRUE
2 68 Female 2 0 9 8 FALSE White 1 0 0 0 0 68 FALSE
2 81 Female 1 0 1 0 TRUE White 5 0 0 0 0 81 FALSE
2 78 Female 2 0 0 9 TRUE White 4 0 0 0 0 78 TRUE
3 73 Female 2 3 9 9 FALSE White 1 0 0 0 0 73 TRUE
2 58 Female 2 3 0 0 TRUE White 1 0 0 0 0 58 TRUE
3 72 Female 9 2 0 9 TRUE White 2 0 0 0 0 72 TRUE
1 67 Female 2 0 1 9 FALSE White 1 0 0 0 0 67 TRUE
2 59 Female 2 0 5 5 FALSE White 1 0 0 0 0 59 TRUE
2 58 Male 2 0 0 0 FALSE White 3 0 0 0 0 58 TRUE
2 63 Female 2 0 3 2 TRUE Black 1 0 63 0 0 0 FALSE
2 81 Male 1 0 3 0 FALSE White 5 0 0 0 0 81 FALSE
2 62 Female 1 0 0 0 TRUE White 5 0 0 0 0 62 TRUE
3 61 Female 3 0 0 9 TRUE White 2 0 0 0 0 61 TRUE
1 64 Female 1 0 0 0 TRUE White 1 0 0 0 0 64 TRUE
1 84 Female 1 0 1 0 FALSE Black 1 0 84 0 0 0 FALSE
3 59 Female 2 0 4 4 FALSE White 3 0 0 0 0 59 TRUE
2 76 Female 2 0 1 0 FALSE White 3 0 0 0 0 76 FALSE
2 68 Male 2 0 1 1 TRUE White 3 0 0 0 0 68 TRUE
3 73 Male 2 0 1 1 FALSE White 2 0 0 0 0 73 TRUE
3 61 Female 3 0 9 9 TRUE White 1 0 0 0 0 61 TRUE
2 82 Male 2 0 1 0 TRUE White 1 0 0 0 0 82 FALSE
3 55 Female 5 3 2 0 FALSE White 3 0 0 0 0 55 FALSE
3 65 Female 2 0 5 5 TRUE White 2 0 0 0 0 65 TRUE
3 43 Female 4 0 2 9 FALSE White 3 0 0 0 0 43 TRUE
3 67 Male 2 0 5 5 FALSE Black 1 0 67 0 0 0 TRUE
3 93 Female 1 0 4 1 TRUE White 1 0 0 0 0 93 FALSE
2 58 Male 3 0 2 0 FALSE Black 2 0 58 0 0 0 TRUE
2 21 Male 4 0 6 0 FALSE Hispanic.Latino 1 0 0 21 0 0 FALSE
3 79 Female 2 0 0 0 TRUE Black 1 0 79 0 0 0 TRUE
0 63 Female 1 0 3 2 FALSE White 3 0 0 0 0 63 FALSE
3 78 Female 2 0 0 0 FALSE Black 1 0 78 0 0 0 TRUE
2 57 Female 5 0 0 0 FALSE White 2 0 0 0 0 57 TRUE
0 99 Male 9 3 9 0 TRUE Other 4 0 0 0 99 0 FALSE
2 74 Male 2 0 1 9 FALSE Other 1 0 0 0 74 0 FALSE
2 76 Male 9 3 1 9 TRUE White 4 0 0 0 0 76 TRUE
2 77 Male 3 1 9 9 FALSE Black 1 0 77 0 0 0 TRUE
0 59 Female 4 0 1 0 FALSE White 3 0 0 0 0 59 FALSE
1 61 Female 2 0 1 1 TRUE Black 1 0 61 0 0 0 TRUE
1 86 Male 2 0 8 7 FALSE White 2 0 0 0 0 86 FALSE
2 58 Female 2 0 2 2 TRUE Black 1 0 58 0 0 0 TRUE
2 66 Female 2 0 3 3 FALSE Black 1 0 66 0 0 0 TRUE
3 63 Female 5 0 4 3 FALSE Black 1 0 63 0 0 0 FALSE
2 73 Female 1 1 1 9 FALSE White 4 0 0 0 0 73 TRUE
1 78 Female 2 0 2 2 TRUE White 5 0 0 0 0 78 TRUE
1 91 Female 1 0 9 0 FALSE White 3 0 0 0 0 91 FALSE
3 66 Male 4 1 3 0 FALSE White 3 0 0 0 0 66 FALSE
2 30 Male 2 2 1 1 TRUE White 4 0 0 0 0 30 TRUE
3 20 Male 3 0 0 0 FALSE White 1 0 0 0 0 20 TRUE
2 81 Female 1 0 0 0 TRUE White 1 0 0 0 0 81 TRUE
3 67 Male 3 0 1 0 FALSE Black 1 0 67 0 0 0 FALSE
0 55 Male 7 2 0 0 FALSE Hispanic.Latino 2 0 0 55 0 0 TRUE
2 64 Female 2 0 2 2 FALSE White 3 0 0 0 0 64 TRUE
0 87 Male 1 0 1 0 FALSE Black 1 0 87 0 0 0 FALSE
3 53 Female 8 3 2 1 TRUE White 3 0 0 0 0 53 FALSE
2 44 Male 2 0 2 0 FALSE White 2 0 0 0 0 44 FALSE
3 83 Female 2 0 1 0 FALSE Black 1 0 83 0 0 0 FALSE
2 77 Female 1 0 1 1 FALSE White 1 0 0 0 0 77 TRUE
2 69 Male 1 0 6 5 FALSE White 3 0 0 0 0 69 FALSE
2 68 Female 2 0 0 0 TRUE White 5 0 0 0 0 68 TRUE
2 46 Female 5 1 0 0 FALSE White 3 0 0 0 0 46 TRUE
1 72 Male 1 0 0 0 TRUE White 1 0 0 0 0 72 TRUE
3 73 Female 2 0 1 0 FALSE Black 1 0 73 0 0 0 TRUE
1 45 Female 3 2 2 2 TRUE Other 1 0 0 0 45 0 TRUE
2 65 Male 2 0 0 0 TRUE Black 1 0 65 0 0 0 TRUE
3 78 Female 2 0 1 1 FALSE White 5 0 0 0 0 78 TRUE
1 67 Male 2 0 6 0 TRUE Black 1 0 67 0 0 0 FALSE
2 81 Female 1 0 1 1 TRUE White 1 0 0 0 0 81 TRUE
2 52 Male 4 0 1 1 TRUE Asian 1 52 0 0 0 0 TRUE
3 71 Male 9 2 0 9 FALSE White 1 0 0 0 0 71 TRUE
2 42 Female 9 0 2 9 FALSE White 1 0 0 0 0 42 TRUE
2 90 Female 1 0 1 1 FALSE White 1 0 0 0 0 90 TRUE
3 92 Female 4 1 0 9 TRUE White 2 0 0 0 0 92 TRUE
3 79 Female 2 0 4 4 TRUE White 3 0 0 0 0 79 TRUE
3 39 Female 6 3 5 2 FALSE White 3 0 0 0 0 39 FALSE
2 58 Male 4 1 9 5 FALSE White 1 0 0 0 0 58 FALSE
3 59 Female 2 0 2 2 TRUE White 4 0 0 0 0 59 TRUE
3 37 Female 4 0 2 9 FALSE White 5 0 0 0 0 37 TRUE
1 81 Male 2 0 0 0 TRUE White 5 0 0 0 0 81 TRUE
1 65 Male 1 0 1 1 FALSE White 5 0 0 0 0 65 TRUE
2 45 Female 1 0 1 1 TRUE White 1 0 0 0 0 45 TRUE
2 72 Male 2 0 5 5 FALSE White 3 0 0 0 0 72 TRUE
2 38 Male 5 2 5 9 FALSE White 3 0 0 0 0 38 FALSE
3 53 Female 5 0 3 6 FALSE White 5 0 0 0 0 53 FALSE
3 65 Female 2 0 0 0 FALSE White 4 0 0 0 0 65 TRUE
2 78 Female 1 0 1 0 TRUE White 2 0 0 0 0 78 FALSE
2 70 Male 2 0 9 4 FALSE Black 1 0 70 0 0 0 FALSE
1 50 Male 1 0 2 2 FALSE Black 2 0 50 0 0 0 TRUE
2 61 Male 2 0 2 2 TRUE Black 1 0 61 0 0 0 TRUE
1 78 Female 1 0 1 1 FALSE White 5 0 0 0 0 78 TRUE
2 63 Female 2 0 5 2 FALSE White 5 0 0 0 0 63 FALSE
2 73 Female 3 1 1 1 TRUE Black 1 0 73 0 0 0 TRUE
2 66 Female 2 0 2 2 TRUE Black 1 0 66 0 0 0 TRUE
2 75 Male 2 0 3 3 FALSE White 3 0 0 0 0 75 TRUE
3 57 Female 4 0 1 0 TRUE Black 1 0 57 0 0 0 FALSE
3 67 Female 3 1 9 6 FALSE White 1 0 0 0 0 67 FALSE
2 55 Female 3 0 9 9 FALSE White 2 0 0 0 0 55 TRUE
3 47 Female 3 2 1 0 TRUE White 2 0 0 0 0 47 FALSE
2 71 Female 2 0 3 3 FALSE White 1 0 0 0 0 71 TRUE
2 84 Male 3 0 1 0 FALSE White 5 0 0 0 0 84 FALSE
3 75 Male 1 0 2 2 FALSE White 2 0 0 0 0 75 TRUE
2 80 Female 2 1 0 9 FALSE White 1 0 0 0 0 80 TRUE
2 66 Female 6 3 0 0 FALSE Black 1 0 66 0 0 0 TRUE
2 72 Male 2 0 2 2 TRUE White 5 0 0 0 0 72 TRUE
2 59 Female 1 0 3 2 FALSE White 3 0 0 0 0 59 FALSE
3 53 Female 2 0 0 0 FALSE Black 1 0 53 0 0 0 TRUE
2 69 Female 1 0 3 0 FALSE White 5 0 0 0 0 69 FALSE
2 64 Male 2 0 1 1 TRUE Other 1 0 0 0 64 0 TRUE
1 69 Male 2 0 9 9 FALSE White 3 0 0 0 0 69 TRUE
0 29 Female 3 0 9 9 TRUE Hispanic.Latino 5 0 0 29 0 0 TRUE
1 60 Female 5 2 5 0 FALSE Black 1 0 60 0 0 0 FALSE
1 62 Female 2 0 2 2 TRUE Black 1 0 62 0 0 0 TRUE
0 56 Female 3 0 0 0 FALSE White 5 0 0 0 0 56 TRUE
0 90 Female 3 0 0 0 FALSE White 4 0 0 0 0 90 TRUE
2 62 Female 2 0 1 1 FALSE Black 2 0 62 0 0 0 TRUE
3 88 Female 1 0 3 0 TRUE White 2 0 0 0 0 88 FALSE
1 68 Female 1 0 1 9 TRUE White 3 0 0 0 0 68 FALSE
1 70 Female 5 3 4 4 FALSE Black 1 0 70 0 0 0 TRUE
1 71 Female 2 0 0 0 TRUE White 2 0 0 0 0 71 TRUE
2 81 Male 1 0 5 1 FALSE White 1 0 0 0 0 81 FALSE
2 55 Male 5 0 2 9 FALSE White 5 0 0 0 0 55 TRUE
3 55 Male 3 0 0 9 TRUE White 5 0 0 0 0 55 TRUE
3 75 Male 2 0 1 1 TRUE White 5 0 0 0 0 75 TRUE
2 78 Female 2 0 6 0 TRUE White 5 0 0 0 0 78 FALSE
3 64 Female 1 0 1 1 FALSE Black 1 0 64 0 0 0 TRUE
2 58 Male 1 0 8 4 TRUE Other 1 0 0 0 58 0 FALSE
2 75 Male 9 0 2 2 FALSE Black 1 0 75 0 0 0 TRUE
2 78 Female 1 0 4 2 TRUE Black 1 0 78 0 0 0 FALSE
2 62 Female 3 0 1 1 FALSE Black 1 0 62 0 0 0 TRUE
2 75 Female 9 1 0 9 FALSE White 5 0 0 0 0 75 TRUE
1 58 Female 2 0 3 9 FALSE White 3 0 0 0 0 58 TRUE
1 64 Female 4 0 2 0 FALSE Other 5 0 0 0 64 0 TRUE
2 77 Female 3 0 2 2 TRUE White 5 0 0 0 0 77 TRUE
1 80 Female 4 2 0 0 FALSE Black 1 0 80 0 0 0 TRUE
3 78 Male 2 0 2 2 FALSE White 1 0 0 0 0 78 TRUE
2 67 Female 3 0 0 0 FALSE Black 2 0 67 0 0 0 TRUE
0 64 Male 2 0 2 1 TRUE White 5 0 0 0 0 64 FALSE
2 53 Female 5 1 0 0 TRUE White 5 0 0 0 0 53 TRUE
2 76 Female 2 0 0 0 FALSE White 4 0 0 0 0 76 TRUE
2 78 Female 2 0 0 0 FALSE White 5 0 0 0 0 78 TRUE
3 44 Male 6 2 0 0 TRUE White 5 0 0 0 0 44 TRUE
2 71 Female 2 0 0 0 FALSE White 5 0 0 0 0 71 TRUE
2 59 Female 2 1 0 9 FALSE White 1 0 0 0 0 59 TRUE
2 55 Female 2 0 1 1 FALSE White 3 0 0 0 0 55 TRUE
