age Q5..Children.in.HH Q6..Non.HH.Face.to.Face.Count Q7..Six.Feet.Away...If.Q6...0. Q19.20..Race...Ethnicity Social.Distancing.Adherence
53 0 9 0 Black FALSE
50 1 0 0 White TRUE
90 0 5 5 White TRUE
93 0 0 0 White TRUE
85 0 0 0 Black TRUE
66 0 1 1 Black TRUE
77 0 1 1 White TRUE
81 0 5 5 White TRUE
71 0 3 5 White FALSE
86 0 1 0 Black FALSE
78 0 0 0 Other TRUE
57 0 1 1 White TRUE
59 0 0 0 Black TRUE
75 0 0 0 White TRUE
65 0 1 0 White FALSE
52 0 4 4 White TRUE
68 0 2 2 White TRUE
71 0 0 0 Black TRUE
76 0 0 0 White TRUE
23 1 9 9 White TRUE
78 0 4 5 Black FALSE
77 0 4 1 White FALSE
99 0 5 2 White FALSE
80 0 5 5 White TRUE
77 0 0 0 Other TRUE
81 0 1 1 White TRUE
85 0 5 5 White TRUE
68 0 0 0 White TRUE
89 0 5 0 White FALSE
54 1 0 0 White TRUE
61 3 1 2 Black FALSE
70 0 4 4 White TRUE
80 0 0 0 White TRUE
78 0 4 1 White FALSE
40 3 0 0 White TRUE
59 0 2 2 White TRUE
89 0 1 1 White TRUE
40 3 9 9 White TRUE
62 0 9 9 Other TRUE
67 0 1 1 Black TRUE
78 0 2 0 Black FALSE
66 0 6 6 Black TRUE
71 0 0 0 White TRUE
61 0 3 3 White TRUE
48 0 0 0 Black TRUE
72 0 0 0 Black TRUE
76 0 0 0 White TRUE
65 0 1 1 Black TRUE
49 0 0 0 White TRUE
33 1 0 0 Black TRUE
72 0 0 0 White TRUE
58 2 4 1 White FALSE
62 0 0 0 White TRUE
63 0 0 0 White TRUE
62 0 2 2 Black TRUE
84 3 0 0 White TRUE
77 3 0 0 Black TRUE
55 0 0 0 White TRUE
76 0 9 0 White FALSE
74 2 3 3 White TRUE
84 0 1 1 White TRUE
68 1 0 0 Black TRUE
60 0 3 2 White FALSE
72 0 4 0 White FALSE
75 0 0 0 White TRUE
65 0 0 0 Black TRUE
67 0 0 0 White TRUE
78 0 3 3 White TRUE
56 2 3 9 Black TRUE
77 0 1 1 White TRUE
82 1 1 1 Black TRUE
28 0 1 0 White FALSE
63 0 5 1 Black FALSE
89 0 1 1 White TRUE
73 0 2 2 White TRUE
71 0 9 1 White FALSE
56 0 2 2 White TRUE
41 2 3 3 White TRUE
78 0 6 6 White TRUE
70 0 2 0 Black FALSE
35 2 3 3 Other TRUE
60 0 0 0 White TRUE
69 1 5 1 Black FALSE
77 2 1 1 White TRUE
63 0 5 9 Black FALSE
82 0 0 0 Black TRUE
62 0 0 0 White TRUE
58 1 0 0 White TRUE
68 0 4 4 White TRUE
72 0 0 0 White TRUE
72 1 3 3 Black TRUE
76 0 0 0 Black TRUE
70 0 1 1 White TRUE
69 0 1 1 Black TRUE
75 0 2 0 White FALSE
72 0 0 0 Other TRUE
48 3 0 0 White TRUE
81 0 1 1 White TRUE
87 0 1 0 Black FALSE
51 2 0 0 Hispanic.Latino TRUE
76 0 0 0 White TRUE
77 0 3 3 White TRUE
83 0 0 0 White TRUE
73 0 5 4 White FALSE
38 3 9 9 White TRUE
77 0 2 1 White FALSE
52 1 9 4 Other FALSE
56 0 1 1 White TRUE
68 0 0 0 White TRUE
78 0 1 1 White TRUE
49 0 0 0 White TRUE
77 1 0 0 Black TRUE
44 2 5 1 White FALSE
92 0 5 6 White FALSE
72 0 1 1 White TRUE
78 0 1 1 White TRUE
89 0 0 0 Black TRUE
73 1 2 2 Black TRUE
79 0 9 9 Other TRUE
73 1 5 2 White FALSE
27 0 0 0 White TRUE
62 0 6 6 White TRUE
62 0 0 0 White TRUE
80 0 0 0 White TRUE
70 0 1 1 White TRUE
82 0 3 3 Black TRUE
56 2 8 5 White FALSE
72 0 1 1 White TRUE
68 0 5 3 White FALSE
51 1 0 0 White TRUE
70 0 2 2 White TRUE
54 1 2 2 White TRUE
77 0 5 5 Black TRUE
68 0 9 9 Hispanic.Latino TRUE
51 0 9 0 Black FALSE
52 0 0 0 White TRUE
72 0 9 4 White FALSE
67 0 0 0 White TRUE
63 0 1 1 Black TRUE
62 3 5 9 Black FALSE
62 2 0 0 Black TRUE
85 0 2 1 White FALSE
53 0 1 1 White TRUE
52 2 0 0 White TRUE
73 2 9 9 White TRUE
62 0 1 1 White TRUE
67 0 1 1 Black TRUE
54 0 3 3 White TRUE
73 0 4 4 White TRUE
61 0 2 4 Black FALSE
43 1 9 9 White TRUE
74 0 1 1 White TRUE
85 0 2 2 Other TRUE
59 0 0 0 White TRUE
19 1 0 0 Hispanic.Latino TRUE
64 0 2 2 Black TRUE
66 0 1 1 Other TRUE
52 0 6 0 White FALSE
84 0 1 0 White FALSE
49 1 1 1 White TRUE
79 0 0 0 White TRUE
44 1 0 0 White TRUE
70 0 0 0 White TRUE
66 0 6 4 White FALSE
72 1 0 0 White TRUE
59 0 1 1 White TRUE
74 0 3 3 White TRUE
38 3 0 0 White TRUE
43 1 1 1 White TRUE
77 0 0 0 White TRUE
67 0 1 1 White TRUE
68 1 2 2 Black TRUE
82 0 0 0 White TRUE
59 0 0 0 White TRUE
61 0 2 0 White FALSE
53 1 1 1 White TRUE
70 0 1 0 Black FALSE
84 0 3 2 White FALSE
57 1 0 1 White TRUE
52 0 3 0 White FALSE
81 0 2 2 Black TRUE
65 0 1 1 White TRUE
89 3 1 1 White TRUE
77 0 0 0 White TRUE
86 0 1 0 White FALSE
72 0 0 0 White TRUE
89 0 0 0 White TRUE
68 0 2 1 White FALSE
86 0 0 0 White TRUE
64 0 9 9 White TRUE
50 0 0 0 White TRUE
65 2 2 1 White FALSE
32 1 0 0 White TRUE
62 0 3 3 White TRUE
70 0 0 0 White TRUE
44 3 0 0 White TRUE
62 0 0 0 White TRUE
78 0 2 2 Black TRUE
73 0 1 1 White TRUE
81 0 0 0 Black TRUE
60 0 4 0 White FALSE
83 0 0 0 White TRUE
73 0 1 1 White TRUE
77 0 0 0 White TRUE
66 0 0 0 Black TRUE
63 0 0 0 White TRUE
72 0 1 1 White TRUE
51 0 3 2 White FALSE
50 0 9 5 Black FALSE
81 0 0 0 Black TRUE
59 0 2 2 Black TRUE
80 1 2 6 Black FALSE
60 0 0 0 White TRUE
78 0 7 6 White FALSE
66 0 3 3 Black TRUE
72 0 2 2 White TRUE
80 0 3 9 Black FALSE
45 0 1 1 White TRUE
60 0 0 0 White TRUE
62 2 4 4 Black TRUE
63 0 1 9 White FALSE
66 0 4 0 White FALSE
50 0 9 9 Black TRUE
91 0 1 0 White FALSE
68 0 1 1 White TRUE
65 0 0 0 White TRUE
56 0 3 0 White FALSE
69 0 0 0 White TRUE
68 0 6 6 White TRUE
94 0 1 1 White TRUE
86 0 0 0 White TRUE
72 0 1 1 White TRUE
80 0 2 0 White FALSE
56 0 1 1 White TRUE
42 3 0 0 White TRUE
62 0 4 4 White TRUE
84 0 3 3 White TRUE
82 0 5 5 Black TRUE
69 0 0 0 White TRUE
80 0 3 3 White TRUE
79 0 0 0 White TRUE
63 0 0 0 Black TRUE
70 0 3 2 Black FALSE
54 1 0 0 White TRUE
92 0 9 1 White FALSE
64 0 1 1 Other TRUE
60 0 2 2 Black TRUE
75 0 0 0 White TRUE
44 1 0 0 Asian TRUE
72 0 5 5 Black TRUE
67 0 0 0 Black TRUE
62 0 0 0 White TRUE
64 0 9 9 White TRUE
88 0 0 0 White TRUE
54 0 1 0 White FALSE
51 1 1 1 White TRUE
85 1 3 3 White TRUE
99 3 1 8 Black FALSE
68 0 3 2 Black FALSE
50 1 0 0 Black TRUE
52 0 2 2 White TRUE
70 0 4 2 Black FALSE
39 1 0 0 White TRUE
56 0 2 0 White FALSE
83 0 0 0 White TRUE
79 0 0 0 White TRUE
87 0 2 0 White FALSE
76 0 0 0 White TRUE
62 0 0 0 White TRUE
81 0 4 4 White TRUE
85 1 4 4 White TRUE
47 1 1 1 Black TRUE
71 0 1 1 White TRUE
72 0 2 1 White FALSE
63 0 0 0 Black TRUE
72 3 1 1 White TRUE
23 0 9 9 Black TRUE
48 1 2 2 White TRUE
68 0 2 3 Black FALSE
80 0 2 2 White TRUE
86 0 1 0 Black FALSE
49 0 3 3 White TRUE
78 0 2 2 White TRUE
89 3 9 0 White FALSE
67 0 2 2 Black TRUE
50 0 0 0 White TRUE
88 3 2 2 Black TRUE
88 0 0 0 White TRUE
81 0 3 1 White FALSE
60 0 0 0 Black TRUE
82 0 5 1 White FALSE
79 0 0 0 White TRUE
73 0 2 1 White FALSE
59 0 9 0 White FALSE
60 2 9 9 White TRUE
53 1 2 1 White FALSE
69 0 6 5 White FALSE
55 0 0 0 White TRUE
55 0 2 2 White TRUE
46 0 0 0 White TRUE
71 0 0 0 White TRUE
71 0 1 1 White TRUE
80 0 1 1 Black TRUE
90 0 1 1 White TRUE
85 0 0 0 White TRUE
54 0 2 2 White TRUE
60 0 0 0 White TRUE
51 1 0 0 Black TRUE
75 0 2 2 Black TRUE
62 0 2 0 White FALSE
64 0 2 2 White TRUE
58 2 4 4 White TRUE
62 0 9 9 White TRUE
77 0 3 1 White FALSE
74 0 9 6 White FALSE
37 3 9 9 White TRUE
77 0 4 4 White TRUE
74 0 3 2 Black FALSE
65 0 0 0 White TRUE
71 0 1 1 Black TRUE
74 0 0 0 White TRUE
40 3 0 0 Black TRUE
73 0 3 1 White FALSE
61 0 1 1 White TRUE
76 0 0 0 White TRUE
46 1 3 3 Black TRUE
60 0 1 1 Other TRUE
62 0 0 0 White TRUE
56 0 9 9 White TRUE
57 0 2 2 Black TRUE
42 0 0 0 White TRUE
72 0 2 2 White TRUE
75 0 0 0 Black TRUE
72 0 0 0 White TRUE
75 0 9 5 White FALSE
79 0 9 0 White FALSE
75 0 2 2 White TRUE
76 0 3 2 White FALSE
78 0 1 1 White TRUE
72 0 1 1 White TRUE
76 0 1 0 White FALSE
58 0 9 0 White FALSE
31 2 3 1 White FALSE
82 0 9 9 White TRUE
72 0 0 0 White TRUE
62 0 5 5 White TRUE
91 0 0 0 White TRUE
51 0 0 0 Asian TRUE
72 0 1 1 White TRUE
59 3 9 9 White TRUE
69 0 1 1 Black TRUE
63 0 1 1 White TRUE
46 2 1 1 White TRUE
72 0 1 0 White FALSE
72 0 5 5 White TRUE
60 0 3 2 White FALSE
49 0 9 9 White TRUE
49 2 9 6 White FALSE
53 0 0 0 White TRUE
48 2 5 5 Hispanic.Latino TRUE
84 0 1 1 White TRUE
89 0 1 1 Black TRUE
35 2 1 0 White FALSE
75 0 3 1 White FALSE
79 0 1 1 Black TRUE
57 0 5 5 Black TRUE
49 2 9 9 White TRUE
71 0 0 0 White TRUE
47 0 1 1 White TRUE
59 0 8 6 White FALSE
55 1 5 3 Black FALSE
77 0 3 3 Black TRUE
74 0 4 1 White FALSE
51 0 0 0 White TRUE
77 0 7 0 White FALSE
65 0 0 0 White TRUE
86 0 0 0 Black TRUE
73 1 9 9 Other TRUE
82 0 4 6 White FALSE
40 2 0 0 Other TRUE
73 0 6 0 White FALSE
55 0 9 9 Black TRUE
34 2 2 2 White TRUE
21 0 9 0 White FALSE
54 0 0 0 White TRUE
28 0 9 9 White TRUE
35 3 6 0 White FALSE
39 1 0 0 Other TRUE
81 0 4 4 White TRUE
61 0 9 0 White FALSE
40 2 0 0 White TRUE
72 0 1 0 White FALSE
24 0 2 2 Hispanic.Latino TRUE
70 1 5 0 White FALSE
34 1 6 3 White FALSE
49 0 0 0 Black TRUE
71 0 9 9 White TRUE
76 0 0 0 White TRUE
41 1 9 9 Asian TRUE
48 2 0 0 White TRUE
26 0 1 0 White FALSE
71 0 0 0 White TRUE
42 1 2 2 White TRUE
69 0 0 0 White TRUE
32 1 0 0 Black TRUE
60 0 0 0 White TRUE
40 0 1 0 Black FALSE
90 0 0 0 White TRUE
76 0 0 0 Black TRUE
32 1 0 0 Black TRUE
51 3 0 0 Asian TRUE
65 0 3 9 White FALSE
68 0 1 0 Black FALSE
38 1 2 0 Black FALSE
62 0 0 0 Black TRUE
39 1 0 0 White TRUE
27 1 2 2 White TRUE
71 0 9 9 White TRUE
27 3 9 0 Black FALSE
34 0 0 0 White TRUE
40 1 0 0 White TRUE
84 0 0 0 White TRUE
37 3 3 3 White TRUE
57 0 0 0 White TRUE
46 3 0 0 White TRUE
51 0 5 5 White TRUE
32 2 9 9 White TRUE
80 0 0 0 White TRUE
37 2 0 0 White TRUE
91 0 9 9 White TRUE
26 0 1 0 Black FALSE
73 0 4 4 White TRUE
26 0 2 0 White FALSE
47 0 0 0 Black TRUE
69 0 0 0 Black TRUE
28 1 1 1 White TRUE
43 0 9 9 White TRUE
64 0 9 9 Other TRUE
56 0 9 4 White FALSE
52 0 1 1 Black TRUE
34 0 3 0 Hispanic.Latino FALSE
30 0 1 1 White TRUE
40 3 9 9 White TRUE
20 0 9 9 White TRUE
26 0 0 0 White TRUE
66 2 0 0 White TRUE
61 0 5 0 White FALSE
29 1 2 2 White TRUE
41 0 1 1 Hispanic.Latino TRUE
38 2 6 6 Black TRUE
42 1 0 0 White TRUE
39 3 1 0 White FALSE
34 0 0 0 White TRUE
19 0 7 6 White FALSE
84 0 3 3 White TRUE
33 2 0 0 White TRUE
27 0 4 0 White FALSE
58 0 0 0 White TRUE
48 2 2 2 White TRUE
54 1 0 0 White TRUE
39 1 0 0 White TRUE
51 1 2 2 White TRUE
51 0 0 0 White TRUE
63 0 1 0 White FALSE
64 0 1 1 White TRUE
45 0 1 9 White FALSE
26 0 1 1 White TRUE
30 1 3 1 White FALSE
50 3 0 0 White TRUE
34 0 9 9 White TRUE
33 0 9 0 White FALSE
50 1 9 0 White FALSE
64 2 9 8 White FALSE
76 0 0 0 White TRUE
54 1 3 0 White FALSE
47 0 0 0 White TRUE
36 0 0 0 White TRUE
35 0 1 3 White FALSE
49 0 0 0 White TRUE
23 0 9 0 White FALSE
60 0 0 0 White TRUE
66 0 0 0 Black TRUE
37 1 1 0 White FALSE
44 0 4 4 White TRUE
74 1 2 2 White TRUE
45 1 9 2 Black FALSE
51 0 2 2 White TRUE
42 0 9 9 White TRUE
50 0 3 5 Black FALSE
40 3 0 0 White TRUE
68 0 4 3 White FALSE
34 3 0 0 Other TRUE
34 2 0 0 White TRUE
18 2 1 0 White FALSE
27 0 1 0 White FALSE
49 0 0 0 White TRUE
33 0 0 0 White TRUE
71 0 1 6 White FALSE
47 3 9 9 Black TRUE
33 3 1 1 Black TRUE
53 0 9 9 White TRUE
61 0 0 0 White TRUE
84 0 1 1 White TRUE
40 3 0 0 White TRUE
35 0 9 9 White TRUE
65 0 0 0 Black TRUE
72 0 4 4 White TRUE
67 0 0 0 White TRUE
38 3 0 0 White TRUE
56 0 5 5 White TRUE
49 2 0 0 White TRUE
43 0 1 0 Hispanic.Latino FALSE
26 1 0 0 Black TRUE
46 1 8 1 White FALSE
45 2 2 2 Hispanic.Latino TRUE
35 0 9 9 White TRUE
35 1 1 1 White TRUE
62 0 9 9 White TRUE
41 2 0 0 White TRUE
49 0 0 0 White TRUE
66 0 1 1 White TRUE
42 1 9 9 White TRUE
72 1 3 3 Other TRUE
27 0 9 0 White FALSE
44 2 1 1 White TRUE
64 0 0 0 White TRUE
30 1 0 0 White TRUE
32 3 3 3 White TRUE
26 1 4 0 White FALSE
70 0 1 1 White TRUE
29 0 9 9 Hispanic.Latino TRUE
68 0 1 1 Black TRUE
49 0 1 0 Hispanic.Latino FALSE
51 0 1 0 Black FALSE
38 2 0 0 White TRUE
69 0 0 0 White TRUE
66 0 4 6 White FALSE
33 3 6 6 White TRUE
37 3 0 0 White TRUE
28 1 9 9 Black TRUE
40 0 7 3 Black FALSE
43 1 0 0 White TRUE
54 0 0 0 White TRUE
41 1 4 4 White TRUE
32 0 3 3 Black TRUE
46 2 0 0 White TRUE
56 0 0 0 White TRUE
40 0 4 4 White TRUE
35 1 2 2 White TRUE
32 2 5 0 Hispanic.Latino FALSE
48 1 2 2 Black TRUE
35 0 2 2 White TRUE
33 1 3 3 White TRUE
36 2 9 6 Hispanic.Latino FALSE
73 0 0 0 White TRUE
26 0 0 0 Black TRUE
19 0 9 9 White TRUE
71 0 0 0 White TRUE
58 0 3 1 White FALSE
68 0 3 3 White TRUE
39 1 9 0 Hispanic.Latino FALSE
31 0 1 2 Asian FALSE
27 0 0 0 Hispanic.Latino TRUE
27 0 0 0 White TRUE
40 0 9 9 White TRUE
63 2 9 3 White FALSE
32 0 3 2 White FALSE
30 3 9 0 White FALSE
38 2 0 0 White TRUE
49 0 0 0 White TRUE
43 2 2 6 Black FALSE
33 0 0 0 White TRUE
46 0 9 2 White FALSE
32 0 9 7 White FALSE
34 0 0 0 Black TRUE
68 0 0 0 White TRUE
47 0 0 0 White TRUE
45 0 9 0 Black FALSE
37 2 1 1 White TRUE
47 2 0 0 Other TRUE
73 0 2 2 White TRUE
51 0 2 2 White TRUE
61 0 0 0 White TRUE
38 1 0 0 White TRUE
57 0 2 2 Black TRUE
22 0 0 0 Hispanic.Latino TRUE
55 0 3 3 White TRUE
64 0 0 0 White TRUE
76 0 0 0 White TRUE
49 1 2 2 Hispanic.Latino TRUE
34 2 9 9 White TRUE
29 3 5 6 Hispanic.Latino TRUE
31 2 4 4 White TRUE
30 1 9 9 White TRUE
49 0 0 0 Black TRUE
62 0 1 0 White FALSE
47 2 9 9 White TRUE
33 0 2 0 White FALSE
48 0 6 6 Black TRUE
33 3 0 0 Hispanic.Latino TRUE
38 1 2 2 White TRUE
44 1 0 0 White TRUE
49 0 9 9 White TRUE
63 0 0 0 Black TRUE
38 1 9 9 White TRUE
40 2 9 9 White TRUE
45 2 0 0 White TRUE
27 0 0 0 White TRUE
68 0 0 0 White TRUE
53 0 9 9 White TRUE
59 0 1 1 Hispanic.Latino TRUE
55 0 9 9 White TRUE
42 2 0 0 Hispanic.Latino TRUE
37 0 1 1 White TRUE
54 0 3 3 White TRUE
64 0 0 0 Black TRUE
33 1 0 0 White TRUE
26 0 3 1 White FALSE
24 0 4 4 White TRUE
67 0 1 1 White TRUE
23 0 9 9 White TRUE
40 2 9 9 White TRUE
82 0 0 0 White TRUE
40 3 0 0 White TRUE
25 0 2 2 White TRUE
38 3 0 0 White TRUE
63 0 8 8 White TRUE
60 0 0 0 White TRUE
45 1 0 0 Other TRUE
29 1 0 0 White TRUE
32 3 2 2 White TRUE
50 0 0 0 Other TRUE
36 0 0 0 White TRUE
31 3 3 3 Hispanic.Latino TRUE
34 1 0 0 Black TRUE
52 2 0 0 White TRUE
66 0 6 6 White TRUE
42 3 0 0 White TRUE
54 2 4 4 Black TRUE
41 2 0 0 Asian TRUE
68 0 0 0 White TRUE
63 0 2 0 Black FALSE
27 1 1 1 Black TRUE
27 1 3 3 White TRUE
68 0 0 0 White TRUE
23 0 4 2 White FALSE
34 2 3 3 White TRUE
62 0 2 2 Black TRUE
63 0 9 9 White TRUE
31 2 9 9 White TRUE
32 0 0 0 White TRUE
45 2 3 0 White FALSE
48 2 4 4 White TRUE
56 0 6 3 White FALSE
46 3 9 6 White FALSE
40 1 0 0 Other TRUE
24 0 0 0 White TRUE
59 3 2 2 White TRUE
80 0 0 0 White TRUE
46 0 3 3 White TRUE
60 1 0 0 Hispanic.Latino TRUE
33 0 0 0 White TRUE
48 2 1 1 White TRUE
64 0 0 0 Black TRUE
64 0 0 0 White TRUE
56 0 0 0 White TRUE
46 3 0 0 White TRUE
38 0 0 0 Black TRUE
55 1 1 2 Black FALSE
73 0 9 9 Black TRUE
46 3 0 0 White TRUE
32 0 9 9 Black TRUE
79 0 9 9 White TRUE
60 0 9 9 White TRUE
71 0 9 9 White TRUE
37 3 6 3 Black FALSE
21 2 3 2 Other FALSE
48 1 1 1 White TRUE
63 1 9 9 White TRUE
23 0 2 0 White FALSE
53 1 0 0 White TRUE
50 2 0 0 White TRUE
72 0 0 0 White TRUE
88 0 9 1 White FALSE
48 0 0 0 White TRUE
75 0 0 0 Black TRUE
58 0 1 1 White TRUE
45 1 0 0 White TRUE
61 1 1 0 White FALSE
46 2 0 0 White TRUE
32 0 9 9 White TRUE
33 1 4 3 White FALSE
25 1 0 0 Black TRUE
25 0 2 2 Hispanic.Latino TRUE
58 0 0 0 Black TRUE
45 3 0 0 White TRUE
22 0 3 0 Black FALSE
38 0 0 0 White TRUE
46 2 0 0 White TRUE
58 0 0 0 White TRUE
34 0 9 1 Black FALSE
40 1 0 0 White TRUE
24 0 4 3 White FALSE
76 0 3 3 Black TRUE
31 1 9 0 White FALSE
30 1 9 7 White FALSE
65 0 1 1 Black TRUE
48 1 1 1 White TRUE
31 0 5 5 White TRUE
50 2 1 1 White TRUE
32 0 0 0 Black TRUE
64 0 1 0 White FALSE
56 0 9 9 White TRUE
32 1 9 9 White TRUE
67 0 0 0 White TRUE
33 0 0 0 Hispanic.Latino TRUE
84 0 1 0 White FALSE
53 0 3 3 White TRUE
26 0 3 2 White FALSE
66 0 0 0 Other TRUE
30 1 1 1 White TRUE
27 2 9 9 White TRUE
31 0 0 0 White TRUE
41 2 0 0 White TRUE
49 1 0 0 White TRUE
38 1 0 0 White TRUE
64 0 9 9 White TRUE
40 0 1 1 Asian TRUE
49 1 5 5 White TRUE
33 1 0 0 White TRUE
25 0 0 0 White TRUE
72 0 0 0 Asian TRUE
56 0 9 9 White TRUE
49 0 4 4 White TRUE
53 1 0 0 White TRUE
37 3 0 0 White TRUE
60 0 0 0 Black TRUE
48 1 0 0 Hispanic.Latino TRUE
34 0 2 2 White TRUE
54 1 0 0 White TRUE
45 1 9 9 Black TRUE
32 1 2 2 White TRUE
22 0 0 0 White TRUE
41 3 9 9 White TRUE
23 0 0 0 White TRUE
66 0 1 1 White TRUE
38 3 0 0 White TRUE
65 0 0 0 White TRUE
69 0 2 2 White TRUE
31 3 3 3 Black TRUE
40 0 6 6 Black TRUE
21 2 1 1 White TRUE
73 0 0 0 Black TRUE
72 0 1 0 White FALSE
61 1 2 6 Black FALSE
23 3 3 2 Hispanic.Latino FALSE
26 0 2 2 Other TRUE
38 0 0 0 White TRUE
32 3 0 0 White TRUE
60 1 0 0 White TRUE
80 0 3 1 White FALSE
37 2 9 0 Black FALSE
23 0 0 0 Black TRUE
61 3 9 0 Asian FALSE
31 2 2 1 Black FALSE
72 0 2 2 White TRUE
37 0 4 0 Other FALSE
48 2 2 1 White FALSE
25 0 9 0 White FALSE
44 3 0 0 Hispanic.Latino TRUE
54 2 2 2 White TRUE
50 2 4 4 White TRUE
64 0 9 9 White TRUE
47 1 0 0 White TRUE
46 1 3 3 White TRUE
24 0 0 0 Hispanic.Latino TRUE
38 1 0 0 White TRUE
32 0 7 4 Black FALSE
61 0 0 0 White TRUE
31 1 0 0 Black TRUE
39 2 0 0 White TRUE
41 2 0 0 White TRUE
49 0 0 0 White TRUE
30 0 9 9 White TRUE
48 1 4 4 White TRUE
31 0 9 2 White FALSE
45 0 0 0 White TRUE
39 3 1 1 Black TRUE
50 2 8 8 White TRUE
47 0 1 1 White TRUE
42 1 8 0 White FALSE
56 2 1 1 White TRUE
43 0 0 0 Black TRUE
56 0 0 0 White TRUE
48 0 0 0 White TRUE
59 2 0 0 Black TRUE
61 0 3 3 White TRUE
49 0 3 3 White TRUE
78 0 1 0 White FALSE
47 3 4 2 White FALSE
70 0 0 0 White TRUE
56 0 9 4 White FALSE
49 0 9 4 White FALSE
74 0 5 4 White FALSE
51 2 0 0 Black TRUE
61 0 1 0 White FALSE
82 0 0 0 Black TRUE
51 0 3 3 White TRUE
77 0 0 0 White TRUE
74 0 1 1 White TRUE
71 0 9 9 Black TRUE
64 0 0 0 White TRUE
68 2 1 1 White TRUE
86 0 2 2 White TRUE
73 0 2 2 White TRUE
69 0 0 0 White TRUE
69 0 2 2 Black TRUE
79 0 0 0 Black TRUE
72 0 7 6 White FALSE
64 0 1 1 Other TRUE
49 1 0 0 White TRUE
82 0 3 3 White TRUE
55 0 4 3 White FALSE
69 0 3 1 White FALSE
22 2 0 0 White TRUE
68 0 0 0 White TRUE
68 0 0 0 White TRUE
76 0 3 2 Black FALSE
63 0 0 0 White TRUE
76 0 0 0 White TRUE
43 1 3 3 Black TRUE
53 0 1 1 Black TRUE
48 1 1 0 White FALSE
74 0 2 2 Black TRUE
89 0 8 8 White TRUE
53 0 5 9 White FALSE
83 0 2 2 White TRUE
81 0 9 9 White TRUE
90 0 2 2 Black TRUE
56 0 0 0 White TRUE
63 0 6 2 White FALSE
79 0 1 1 White TRUE
83 0 1 0 White FALSE
70 0 0 0 Black TRUE
46 2 4 2 White FALSE
80 0 3 3 Black TRUE
63 0 1 1 White TRUE
77 0 0 0 White TRUE
72 0 0 0 White TRUE
59 0 4 4 White TRUE
77 0 4 4 White TRUE
75 0 0 0 White TRUE
79 0 4 2 White FALSE
64 0 2 2 White TRUE
48 1 3 1 White FALSE
26 3 0 0 White TRUE
71 0 4 0 White FALSE
63 1 0 0 White TRUE
60 0 0 0 White TRUE
73 0 2 2 White TRUE
71 1 1 1 Black TRUE
80 0 0 0 White TRUE
82 0 1 1 White TRUE
69 0 9 6 White FALSE
81 0 1 1 White TRUE
52 0 9 9 White TRUE
59 0 1 1 White TRUE
46 2 2 2 White TRUE
55 0 3 1 White FALSE
67 0 9 0 Black FALSE
79 0 4 4 White TRUE
54 2 7 2 White FALSE
30 0 6 4 White FALSE
73 0 1 1 Black TRUE
69 0 4 0 Black FALSE
92 0 0 0 White TRUE
72 1 8 8 White TRUE
33 1 0 0 White TRUE
88 0 9 9 Black TRUE
67 0 0 0 Black TRUE
70 0 2 2 White TRUE
59 3 2 2 Other TRUE
85 0 9 9 White TRUE
71 1 1 1 Black TRUE
51 0 2 2 White TRUE
75 0 1 0 White FALSE
78 0 3 3 White TRUE
77 0 1 1 White TRUE
49 1 0 0 White TRUE
53 1 1 1 Hispanic.Latino TRUE
39 0 0 0 Black TRUE
77 0 0 0 White TRUE
60 0 2 2 White TRUE
64 0 2 2 White TRUE
92 0 1 1 White TRUE
64 0 3 2 White FALSE
65 0 5 5 Black TRUE
66 0 3 3 White TRUE
71 0 0 0 White TRUE
90 0 1 1 White TRUE
74 0 9 9 White TRUE
61 0 9 9 White TRUE
59 0 0 0 White TRUE
77 0 4 9 White FALSE
33 2 9 5 White FALSE
59 0 1 1 White TRUE
80 0 0 0 Black TRUE
68 1 4 4 Black TRUE
72 0 3 3 White TRUE
66 0 0 0 Black TRUE
73 0 0 0 White TRUE
91 0 2 2 White TRUE
70 0 0 0 White TRUE
74 0 1 1 Black TRUE
52 0 3 3 White TRUE
44 0 0 0 Hispanic.Latino TRUE
72 2 3 3 White TRUE
79 0 3 3 White TRUE
84 0 0 0 White TRUE
60 0 0 0 White TRUE
77 0 0 0 Black TRUE
82 0 0 0 White TRUE
50 0 9 9 Black TRUE
54 0 0 0 White TRUE
81 0 1 1 Black TRUE
83 0 1 1 White TRUE
63 0 5 9 White FALSE
73 0 4 0 White FALSE
88 0 0 0 Black TRUE
74 0 9 9 White TRUE
76 0 0 0 Black TRUE
57 0 1 1 White TRUE
72 0 0 0 White TRUE
80 0 4 4 White TRUE
82 0 1 1 White TRUE
63 0 0 0 White TRUE
64 0 3 3 White TRUE
60 0 0 0 Hispanic.Latino TRUE
83 0 1 1 White TRUE
79 0 1 1 Black TRUE
52 2 2 5 White TRUE
53 0 2 2 White TRUE
82 0 0 0 Black TRUE
85 0 2 2 White TRUE
83 0 2 0 White FALSE
65 0 5 2 White FALSE
54 0 2 2 Black TRUE
70 0 0 0 White TRUE
80 0 1 1 White TRUE
65 2 9 9 White TRUE
64 0 6 4 White FALSE
84 0 2 1 White FALSE
70 1 5 5 Black TRUE
62 0 1 1 White TRUE
75 0 0 0 Black TRUE
90 0 0 0 White TRUE
81 0 9 9 White TRUE
74 0 5 5 Black TRUE
